pid, tgid, active partition, task partition, time, 10240:cf2cf7b8
385,385,0,0,4294913833,
3,3,0,0,4294913834,
384,384,0,0,4294913834,
3,3,0,0,4294913835,
385,385,0,0,4294913835,
3,3,0,0,4294913836,
384,384,0,0,4294913836,
3,3,0,0,4294913837,
385,385,0,0,4294913837,
3,3,0,0,4294913838,
384,384,0,0,4294913838,
3,3,0,0,4294913839,
4,4,0,0,4294913839,
58,58,0,0,4294913839,
4,4,0,0,4294913839,
385,385,0,0,4294913839,
3,3,0,0,4294913840,
384,384,0,0,4294913840,
3,3,0,0,4294913841,
385,385,0,0,4294913841,
3,3,0,0,4294913842,
384,384,0,0,4294913842,
3,3,0,0,4294913843,
385,385,0,0,4294913843,
3,3,0,0,4294913844,
384,384,0,0,4294913844,
3,3,0,0,4294913845,
385,385,0,0,4294913845,
3,3,0,0,4294913846,
384,384,0,0,4294913846,
3,3,0,0,4294913847,
385,385,0,0,4294913847,
3,3,0,0,4294913848,
384,384,0,0,4294913848,
3,3,0,0,4294913849,
385,385,0,0,4294913849,
3,3,0,0,4294913850,
384,384,0,0,4294913850,
3,3,0,0,4294913851,
385,385,0,0,4294913851,
3,3,0,0,4294913852,
384,384,0,0,4294913852,
3,3,0,0,4294913853,
385,385,0,0,4294913853,
3,3,0,0,4294913854,
384,384,0,0,4294913854,
3,3,0,0,4294913855,
385,385,0,0,4294913855,
3,3,0,0,4294913856,
384,384,0,0,4294913856,
3,3,0,0,4294913857,
385,385,0,0,4294913857,
3,3,0,0,4294913858,
384,384,0,0,4294913858,
3,3,0,0,4294913859,
385,385,0,0,4294913859,
3,3,0,0,4294913860,
384,384,0,0,4294913860,
3,3,0,0,4294913861,
385,385,0,0,4294913861,
3,3,0,0,4294913862,
384,384,0,0,4294913862,
3,3,0,0,4294913863,
385,385,0,0,4294913863,
3,3,0,0,4294913864,
384,384,0,0,4294913864,
3,3,0,0,4294913865,
385,385,0,0,4294913865,
3,3,0,0,4294913866,
384,384,0,0,4294913866,
3,3,0,0,4294913867,
385,385,0,0,4294913867,
3,3,0,0,4294913868,
384,384,0,0,4294913868,
3,3,0,0,4294913869,
385,385,0,0,4294913869,
3,3,0,0,4294913870,
384,384,0,0,4294913870,
3,3,0,0,4294913871,
385,385,0,0,4294913871,
3,3,0,0,4294913872,
384,384,0,0,4294913872,
3,3,0,0,4294913873,
385,385,0,0,4294913873,
3,3,0,0,4294913874,
384,384,0,0,4294913874,
3,3,0,0,4294913875,
385,385,0,0,4294913875,
3,3,0,0,4294913876,
384,384,0,0,4294913876,
3,3,0,0,4294913877,
385,385,0,0,4294913877,
3,3,0,0,4294913878,
384,384,0,0,4294913878,
3,3,0,0,4294913879,
385,385,0,0,4294913879,
3,3,0,0,4294913880,
384,384,0,0,4294913880,
3,3,0,0,4294913881,
385,385,0,0,4294913881,
3,3,0,0,4294913882,
384,384,0,0,4294913882,
3,3,0,0,4294913883,
385,385,0,0,4294913883,
3,3,0,0,4294913884,
384,384,0,0,4294913884,
3,3,0,0,4294913885,
385,385,0,0,4294913885,
3,3,0,0,4294913886,
384,384,0,0,4294913886,
3,3,0,0,4294913887,
385,385,0,0,4294913887,
3,3,0,0,4294913888,
384,384,0,0,4294913888,
3,3,0,0,4294913889,
385,385,0,0,4294913889,
3,3,0,0,4294913890,
384,384,0,0,4294913890,
3,3,0,0,4294913891,
385,385,0,0,4294913891,
3,3,0,0,4294913892,
384,384,0,0,4294913892,
3,3,0,0,4294913893,
385,385,0,0,4294913893,
3,3,0,0,4294913894,
384,384,0,0,4294913894,
3,3,0,0,4294913895,
385,385,0,0,4294913895,
3,3,0,0,4294913896,
384,384,0,0,4294913896,
3,3,0,0,4294913897,
385,385,0,0,4294913897,
3,3,0,0,4294913898,
384,384,0,0,4294913898,
3,3,0,0,4294913899,
385,385,0,0,4294913899,
3,3,0,0,4294913900,
384,384,0,0,4294913900,
3,3,0,0,4294913901,
385,385,0,0,4294913901,
3,3,0,0,4294913902,
384,384,0,0,4294913902,
3,3,0,0,4294913903,
385,385,0,0,4294913903,
3,3,0,0,4294913904,
384,384,0,0,4294913904,
3,3,0,0,4294913905,
385,385,0,0,4294913905,
3,3,0,0,4294913906,
384,384,0,0,4294913906,
3,3,0,0,4294913907,
385,385,0,0,4294913907,
3,3,0,0,4294913908,
384,384,0,0,4294913908,
3,3,0,0,4294913909,
385,385,0,0,4294913909,
3,3,0,0,4294913910,
384,384,0,0,4294913910,
3,3,0,0,4294913911,
385,385,0,0,4294913911,
3,3,0,0,4294913912,
384,384,0,0,4294913912,
3,3,0,0,4294913913,
385,385,0,0,4294913913,
3,3,0,0,4294913914,
384,384,0,0,4294913914,
3,3,0,0,4294913915,
385,385,0,0,4294913915,
3,3,0,0,4294913916,
384,384,0,0,4294913916,
3,3,0,0,4294913917,
385,385,0,0,4294913917,
3,3,0,0,4294913918,
384,384,0,0,4294913918,
3,3,0,0,4294913919,
385,385,0,0,4294913919,
3,3,0,0,4294913920,
384,384,0,0,4294913920,
3,3,0,0,4294913921,
385,385,0,0,4294913921,
3,3,0,0,4294913922,
384,384,0,0,4294913922,
3,3,0,0,4294913923,
385,385,0,0,4294913923,
3,3,0,0,4294913924,
384,384,0,0,4294913924,
3,3,0,0,4294913925,
385,385,0,0,4294913925,
3,3,0,0,4294913926,
384,384,0,0,4294913926,
3,3,0,0,4294913927,
385,385,0,0,4294913927,
3,3,0,0,4294913928,
384,384,0,0,4294913928,
3,3,0,0,4294913929,
385,385,0,0,4294913929,
3,3,0,0,4294913930,
384,384,0,0,4294913930,
3,3,0,0,4294913931,
385,385,0,0,4294913931,
3,3,0,0,4294913932,
384,384,0,0,4294913932,
3,3,0,0,4294913933,
385,385,0,0,4294913933,
3,3,0,0,4294913934,
384,384,0,0,4294913934,
3,3,0,0,4294913935,
385,385,0,0,4294913935,
3,3,0,0,4294913936,
384,384,0,0,4294913936,
3,3,0,0,4294913937,
385,385,0,0,4294913937,
3,3,0,0,4294913938,
384,384,0,0,4294913938,
3,3,0,0,4294913939,
385,385,0,0,4294913939,
3,3,0,0,4294913940,
384,384,0,0,4294913940,
3,3,0,0,4294913941,
385,385,0,0,4294913941,
3,3,0,0,4294913942,
384,384,0,0,4294913942,
3,3,0,0,4294913943,
385,385,0,0,4294913943,
3,3,0,0,4294913944,
384,384,0,0,4294913944,
3,3,0,0,4294913945,
385,385,0,0,4294913945,
3,3,0,0,4294913946,
384,384,0,0,4294913946,
3,3,0,0,4294913947,
385,385,0,0,4294913947,
3,3,0,0,4294913948,
384,384,0,0,4294913948,
3,3,0,0,4294913949,
385,385,0,0,4294913949,
3,3,0,0,4294913950,
384,384,0,0,4294913950,
3,3,0,0,4294913951,
385,385,0,0,4294913951,
3,3,0,0,4294913952,
384,384,0,0,4294913952,
3,3,0,0,4294913953,
385,385,0,0,4294913953,
3,3,0,0,4294913954,
384,384,0,0,4294913954,
3,3,0,0,4294913955,
385,385,0,0,4294913955,
3,3,0,0,4294913956,
384,384,0,0,4294913956,
3,3,0,0,4294913957,
385,385,0,0,4294913957,
3,3,0,0,4294913958,
384,384,0,0,4294913958,
3,3,0,0,4294913959,
385,385,0,0,4294913959,
3,3,0,0,4294913960,
384,384,0,0,4294913960,
3,3,0,0,4294913961,
385,385,0,0,4294913961,
3,3,0,0,4294913962,
384,384,0,0,4294913962,
3,3,0,0,4294913963,
385,385,0,0,4294913963,
3,3,0,0,4294913964,
384,384,0,0,4294913964,
3,3,0,0,4294913965,
385,385,0,0,4294913965,
3,3,0,0,4294913966,
384,384,0,0,4294913966,
3,3,0,0,4294913967,
385,385,0,0,4294913967,
3,3,0,0,4294913968,
384,384,0,0,4294913968,
3,3,0,0,4294913969,
385,385,0,0,4294913969,
3,3,0,0,4294913970,
384,384,0,0,4294913970,
3,3,0,0,4294913971,
385,385,0,0,4294913971,
3,3,0,0,4294913972,
384,384,0,0,4294913972,
3,3,0,0,4294913973,
385,385,0,0,4294913973,
3,3,0,0,4294913974,
384,384,0,0,4294913974,
3,3,0,0,4294913975,
385,385,0,0,4294913975,
3,3,0,0,4294913976,
384,384,0,0,4294913976,
3,3,0,0,4294913977,
385,385,0,0,4294913977,
3,3,0,0,4294913978,
384,384,0,0,4294913978,
3,3,0,0,4294913979,
385,385,0,0,4294913979,
3,3,0,0,4294913980,
384,384,0,0,4294913980,
3,3,0,0,4294913981,
385,385,0,0,4294913981,
3,3,0,0,4294913982,
384,384,0,0,4294913982,
3,3,0,0,4294913983,
385,385,0,0,4294913983,
3,3,0,0,4294913984,
384,384,0,0,4294913984,
3,3,0,0,4294913985,
385,385,0,0,4294913985,
3,3,0,0,4294913986,
384,384,0,0,4294913986,
3,3,0,0,4294913987,
385,385,0,0,4294913987,
3,3,0,0,4294913988,
384,384,0,0,4294913988,
3,3,0,0,4294913989,
385,385,0,0,4294913989,
3,3,0,0,4294913990,
384,384,0,0,4294913990,
3,3,0,0,4294913991,
385,385,0,0,4294913991,
3,3,0,0,4294913992,
384,384,0,0,4294913992,
3,3,0,0,4294913993,
385,385,0,0,4294913993,
3,3,0,0,4294913994,
384,384,0,0,4294913994,
3,3,0,0,4294913995,
385,385,0,0,4294913995,
3,3,0,0,4294913996,
384,384,0,0,4294913996,
3,3,0,0,4294913997,
385,385,0,0,4294913997,
3,3,0,0,4294913998,
384,384,0,0,4294913998,
3,3,0,0,4294913999,
385,385,0,0,4294913999,
3,3,0,0,4294914000,
384,384,0,0,4294914000,
3,3,0,0,4294914001,
385,385,0,0,4294914001,
3,3,0,0,4294914002,
384,384,0,0,4294914002,
3,3,0,0,4294914003,
385,385,0,0,4294914003,
3,3,0,0,4294914004,
384,384,0,0,4294914004,
3,3,0,0,4294914005,
385,385,0,0,4294914005,
3,3,0,0,4294914006,
384,384,0,0,4294914006,
3,3,0,0,4294914007,
385,385,0,0,4294914007,
3,3,0,0,4294914008,
384,384,0,0,4294914008,
3,3,0,0,4294914009,
385,385,0,0,4294914009,
3,3,0,0,4294914010,
384,384,0,0,4294914010,
3,3,0,0,4294914011,
385,385,0,0,4294914011,
3,3,0,0,4294914012,
384,384,0,0,4294914012,
3,3,0,0,4294914013,
385,385,0,0,4294914013,
3,3,0,0,4294914014,
384,384,0,0,4294914014,
3,3,0,0,4294914015,
385,385,0,0,4294914015,
3,3,0,0,4294914016,
384,384,0,0,4294914016,
3,3,0,0,4294914017,
385,385,0,0,4294914017,
3,3,0,0,4294914018,
384,384,0,0,4294914018,
3,3,0,0,4294914019,
385,385,0,0,4294914019,
3,3,0,0,4294914020,
384,384,0,0,4294914020,
3,3,0,0,4294914021,
385,385,0,0,4294914021,
3,3,0,0,4294914022,
384,384,0,0,4294914022,
3,3,0,0,4294914023,
385,385,0,0,4294914023,
3,3,0,0,4294914024,
384,384,0,0,4294914024,
3,3,0,0,4294914025,
385,385,0,0,4294914025,
3,3,0,0,4294914026,
384,384,0,0,4294914026,
3,3,0,0,4294914027,
385,385,0,0,4294914027,
3,3,0,0,4294914028,
384,384,0,0,4294914028,
3,3,0,0,4294914029,
385,385,0,0,4294914029,
3,3,0,0,4294914030,
384,384,0,0,4294914030,
3,3,0,0,4294914031,
385,385,0,0,4294914031,
3,3,0,0,4294914032,
384,384,0,0,4294914032,
3,3,0,0,4294914033,
385,385,0,0,4294914033,
3,3,0,0,4294914034,
384,384,0,0,4294914034,
3,3,0,0,4294914035,
385,385,0,0,4294914035,
3,3,0,0,4294914036,
384,384,0,0,4294914036,
3,3,0,0,4294914037,
385,385,0,0,4294914037,
3,3,0,0,4294914038,
384,384,0,0,4294914038,
3,3,0,0,4294914039,
385,385,0,0,4294914039,
3,3,0,0,4294914040,
384,384,0,0,4294914040,
3,3,0,0,4294914041,
385,385,0,0,4294914041,
3,3,0,0,4294914042,
384,384,0,0,4294914042,
3,3,0,0,4294914043,
385,385,0,0,4294914043,
3,3,0,0,4294914044,
384,384,0,0,4294914044,
3,3,0,0,4294914045,
385,385,0,0,4294914045,
3,3,0,0,4294914046,
384,384,0,0,4294914046,
3,3,0,0,4294914047,
385,385,0,0,4294914047,
3,3,0,0,4294914048,
384,384,0,0,4294914048,
3,3,0,0,4294914049,
385,385,0,0,4294914049,
3,3,0,0,4294914050,
384,384,0,0,4294914050,
3,3,0,0,4294914051,
385,385,0,0,4294914051,
3,3,0,0,4294914052,
384,384,0,0,4294914052,
3,3,0,0,4294914053,
385,385,0,0,4294914053,
3,3,0,0,4294914054,
384,384,0,0,4294914054,
3,3,0,0,4294914055,
385,385,0,0,4294914055,
3,3,0,0,4294914056,
384,384,0,0,4294914056,
3,3,0,0,4294914057,
385,385,0,0,4294914057,
3,3,0,0,4294914058,
384,384,0,0,4294914058,
3,3,0,0,4294914059,
385,385,0,0,4294914059,
3,3,0,0,4294914060,
384,384,0,0,4294914060,
3,3,0,0,4294914061,
385,385,0,0,4294914061,
3,3,0,0,4294914062,
384,384,0,0,4294914062,
3,3,0,0,4294914063,
385,385,0,0,4294914063,
3,3,0,0,4294914064,
384,384,0,0,4294914064,
3,3,0,0,4294914065,
385,385,0,0,4294914065,
3,3,0,0,4294914066,
384,384,0,0,4294914066,
3,3,0,0,4294914067,
385,385,0,0,4294914067,
3,3,0,0,4294914068,
384,384,0,0,4294914068,
3,3,0,0,4294914069,
385,385,0,0,4294914069,
3,3,0,0,4294914070,
384,384,0,0,4294914070,
3,3,0,0,4294914071,
385,385,0,0,4294914071,
3,3,0,0,4294914072,
384,384,0,0,4294914072,
3,3,0,0,4294914073,
385,385,0,0,4294914073,
3,3,0,0,4294914074,
384,384,0,0,4294914074,
3,3,0,0,4294914075,
385,385,0,0,4294914075,
3,3,0,0,4294914076,
384,384,0,0,4294914076,
3,3,0,0,4294914077,
385,385,0,0,4294914077,
3,3,0,0,4294914078,
384,384,0,0,4294914078,
3,3,0,0,4294914079,
385,385,0,0,4294914079,
3,3,0,0,4294914080,
384,384,0,0,4294914080,
3,3,0,0,4294914081,
385,385,0,0,4294914081,
3,3,0,0,4294914082,
384,384,0,0,4294914082,
3,3,0,0,4294914083,
385,385,0,0,4294914083,
3,3,0,0,4294914084,
384,384,0,0,4294914084,
3,3,0,0,4294914085,
385,385,0,0,4294914085,
3,3,0,0,4294914086,
384,384,0,0,4294914086,
3,3,0,0,4294914087,
385,385,0,0,4294914087,
3,3,0,0,4294914088,
384,384,0,0,4294914088,
3,3,0,0,4294914089,
385,385,0,0,4294914089,
3,3,0,0,4294914090,
384,384,0,0,4294914090,
3,3,0,0,4294914091,
385,385,0,0,4294914091,
3,3,0,0,4294914092,
384,384,0,0,4294914092,
3,3,0,0,4294914093,
385,385,0,0,4294914093,
3,3,0,0,4294914094,
384,384,0,0,4294914094,
3,3,0,0,4294914095,
385,385,0,0,4294914095,
3,3,0,0,4294914096,
384,384,0,0,4294914096,
3,3,0,0,4294914097,
385,385,0,0,4294914097,
3,3,0,0,4294914098,
384,384,0,0,4294914098,
3,3,0,0,4294914099,
385,385,0,0,4294914099,
3,3,0,0,4294914100,
384,384,0,0,4294914100,
3,3,0,0,4294914101,
385,385,0,0,4294914101,
3,3,0,0,4294914102,
384,384,0,0,4294914102,
3,3,0,0,4294914103,
385,385,0,0,4294914103,
3,3,0,0,4294914104,
384,384,0,0,4294914104,
3,3,0,0,4294914105,
385,385,0,0,4294914105,
3,3,0,0,4294914106,
384,384,0,0,4294914106,
3,3,0,0,4294914107,
385,385,0,0,4294914107,
3,3,0,0,4294914108,
384,384,0,0,4294914108,
3,3,0,0,4294914109,
385,385,0,0,4294914109,
3,3,0,0,4294914110,
1,1,0,0,4294914110,
384,384,0,0,4294914110,
3,3,0,0,4294914111,
385,385,0,0,4294914111,
3,3,0,0,4294914112,
384,384,0,0,4294914112,
3,3,0,0,4294914113,
385,385,0,0,4294914113,
3,3,0,0,4294914114,
384,384,0,0,4294914114,
3,3,0,0,4294914115,
385,385,0,0,4294914115,
3,3,0,0,4294914116,
384,384,0,0,4294914116,
3,3,0,0,4294914117,
385,385,0,0,4294914117,
3,3,0,0,4294914118,
384,384,0,0,4294914118,
3,3,0,0,4294914119,
385,385,0,0,4294914119,
3,3,0,0,4294914120,
384,384,0,0,4294914120,
3,3,0,0,4294914121,
385,385,0,0,4294914121,
3,3,0,0,4294914122,
384,384,0,0,4294914122,
3,3,0,0,4294914123,
385,385,0,0,4294914123,
3,3,0,0,4294914124,
384,384,0,0,4294914124,
3,3,0,0,4294914125,
385,385,0,0,4294914125,
3,3,0,0,4294914126,
384,384,0,0,4294914126,
3,3,0,0,4294914127,
385,385,0,0,4294914127,
3,3,0,0,4294914128,
384,384,0,0,4294914128,
3,3,0,0,4294914129,
385,385,0,0,4294914129,
3,3,0,0,4294914130,
384,384,0,0,4294914130,
3,3,0,0,4294914131,
385,385,0,0,4294914131,
3,3,0,0,4294914132,
384,384,0,0,4294914132,
3,3,0,0,4294914133,
385,385,0,0,4294914133,
3,3,0,0,4294914134,
384,384,0,0,4294914134,
3,3,0,0,4294914135,
385,385,0,0,4294914135,
3,3,0,0,4294914136,
384,384,0,0,4294914136,
3,3,0,0,4294914137,
385,385,0,0,4294914137,
3,3,0,0,4294914138,
384,384,0,0,4294914138,
3,3,0,0,4294914139,
385,385,0,0,4294914139,
3,3,0,0,4294914140,
384,384,0,0,4294914140,
3,3,0,0,4294914141,
385,385,0,0,4294914141,
3,3,0,0,4294914142,
384,384,0,0,4294914142,
3,3,0,0,4294914143,
385,385,0,0,4294914143,
3,3,0,0,4294914144,
384,384,0,0,4294914144,
3,3,0,0,4294914145,
385,385,0,0,4294914145,
3,3,0,0,4294914146,
384,384,0,0,4294914146,
3,3,0,0,4294914147,
385,385,0,0,4294914147,
3,3,0,0,4294914148,
384,384,0,0,4294914148,
3,3,0,0,4294914149,
385,385,0,0,4294914149,
3,3,0,0,4294914150,
384,384,0,0,4294914150,
3,3,0,0,4294914151,
385,385,0,0,4294914151,
3,3,0,0,4294914152,
384,384,0,0,4294914152,
3,3,0,0,4294914153,
385,385,0,0,4294914153,
3,3,0,0,4294914154,
384,384,0,0,4294914154,
3,3,0,0,4294914155,
385,385,0,0,4294914155,
3,3,0,0,4294914156,
384,384,0,0,4294914156,
3,3,0,0,4294914157,
385,385,0,0,4294914157,
3,3,0,0,4294914158,
384,384,0,0,4294914158,
3,3,0,0,4294914159,
385,385,0,0,4294914159,
3,3,0,0,4294914160,
384,384,0,0,4294914160,
3,3,0,0,4294914161,
385,385,0,0,4294914161,
3,3,0,0,4294914162,
384,384,0,0,4294914162,
3,3,0,0,4294914163,
385,385,0,0,4294914163,
3,3,0,0,4294914164,
384,384,0,0,4294914164,
3,3,0,0,4294914165,
385,385,0,0,4294914165,
3,3,0,0,4294914166,
384,384,0,0,4294914166,
3,3,0,0,4294914167,
385,385,0,0,4294914167,
3,3,0,0,4294914168,
384,384,0,0,4294914168,
3,3,0,0,4294914169,
385,385,0,0,4294914169,
3,3,0,0,4294914170,
384,384,0,0,4294914170,
3,3,0,0,4294914171,
385,385,0,0,4294914171,
3,3,0,0,4294914172,
384,384,0,0,4294914172,
3,3,0,0,4294914173,
385,385,0,0,4294914173,
3,3,0,0,4294914174,
384,384,0,0,4294914174,
3,3,0,0,4294914175,
385,385,0,0,4294914175,
3,3,0,0,4294914176,
384,384,0,0,4294914176,
3,3,0,0,4294914177,
385,385,0,0,4294914177,
3,3,0,0,4294914178,
384,384,0,0,4294914178,
3,3,0,0,4294914179,
385,385,0,0,4294914179,
3,3,0,0,4294914180,
384,384,0,0,4294914180,
3,3,0,0,4294914181,
385,385,0,0,4294914181,
3,3,0,0,4294914182,
384,384,0,0,4294914182,
3,3,0,0,4294914183,
385,385,0,0,4294914183,
3,3,0,0,4294914184,
384,384,0,0,4294914184,
3,3,0,0,4294914185,
385,385,0,0,4294914185,
3,3,0,0,4294914186,
384,384,0,0,4294914186,
3,3,0,0,4294914187,
385,385,0,0,4294914187,
3,3,0,0,4294914188,
384,384,0,0,4294914188,
3,3,0,0,4294914189,
385,385,0,0,4294914189,
3,3,0,0,4294914190,
384,384,0,0,4294914190,
3,3,0,0,4294914191,
385,385,0,0,4294914191,
3,3,0,0,4294914192,
384,384,0,0,4294914192,
3,3,0,0,4294914193,
385,385,0,0,4294914193,
3,3,0,0,4294914194,
384,384,0,0,4294914194,
3,3,0,0,4294914195,
385,385,0,0,4294914195,
3,3,0,0,4294914196,
384,384,0,0,4294914196,
3,3,0,0,4294914197,
385,385,0,0,4294914197,
3,3,0,0,4294914198,
384,384,0,0,4294914198,
3,3,0,0,4294914199,
385,385,0,0,4294914199,
3,3,0,0,4294914200,
384,384,0,0,4294914200,
3,3,0,0,4294914201,
385,385,0,0,4294914201,
3,3,0,0,4294914202,
384,384,0,0,4294914202,
3,3,0,0,4294914203,
385,385,0,0,4294914203,
3,3,0,0,4294914204,
384,384,0,0,4294914204,
3,3,0,0,4294914205,
385,385,0,0,4294914205,
3,3,0,0,4294914206,
384,384,0,0,4294914206,
3,3,0,0,4294914207,
385,385,0,0,4294914207,
3,3,0,0,4294914208,
384,384,0,0,4294914208,
3,3,0,0,4294914209,
385,385,0,0,4294914209,
3,3,0,0,4294914210,
384,384,0,0,4294914210,
3,3,0,0,4294914211,
385,385,0,0,4294914211,
3,3,0,0,4294914212,
384,384,0,0,4294914212,
3,3,0,0,4294914213,
385,385,0,0,4294914213,
3,3,0,0,4294914214,
384,384,0,0,4294914214,
3,3,0,0,4294914215,
385,385,0,0,4294914215,
3,3,0,0,4294914216,
384,384,0,0,4294914216,
3,3,0,0,4294914217,
385,385,0,0,4294914217,
3,3,0,0,4294914218,
384,384,0,0,4294914218,
3,3,0,0,4294914219,
385,385,0,0,4294914219,
3,3,0,0,4294914220,
384,384,0,0,4294914220,
3,3,0,0,4294914221,
385,385,0,0,4294914221,
3,3,0,0,4294914222,
384,384,0,0,4294914222,
3,3,0,0,4294914223,
385,385,0,0,4294914223,
3,3,0,0,4294914224,
384,384,0,0,4294914224,
3,3,0,0,4294914225,
385,385,0,0,4294914225,
3,3,0,0,4294914226,
384,384,0,0,4294914226,
3,3,0,0,4294914227,
385,385,0,0,4294914227,
3,3,0,0,4294914228,
384,384,0,0,4294914228,
3,3,0,0,4294914229,
385,385,0,0,4294914229,
3,3,0,0,4294914230,
384,384,0,0,4294914230,
3,3,0,0,4294914231,
385,385,0,0,4294914231,
3,3,0,0,4294914232,
384,384,0,0,4294914232,
3,3,0,0,4294914233,
385,385,0,0,4294914233,
3,3,0,0,4294914234,
384,384,0,0,4294914234,
3,3,0,0,4294914235,
385,385,0,0,4294914235,
3,3,0,0,4294914236,
384,384,0,0,4294914236,
3,3,0,0,4294914237,
385,385,0,0,4294914237,
3,3,0,0,4294914238,
384,384,0,0,4294914238,
3,3,0,0,4294914239,
385,385,0,0,4294914239,
3,3,0,0,4294914240,
384,384,0,0,4294914240,
3,3,0,0,4294914241,
385,385,0,0,4294914241,
3,3,0,0,4294914242,
384,384,0,0,4294914242,
3,3,0,0,4294914243,
385,385,0,0,4294914243,
3,3,0,0,4294914244,
384,384,0,0,4294914244,
3,3,0,0,4294914245,
385,385,0,0,4294914245,
3,3,0,0,4294914246,
384,384,0,0,4294914246,
3,3,0,0,4294914247,
385,385,0,0,4294914247,
3,3,0,0,4294914248,
384,384,0,0,4294914248,
3,3,0,0,4294914249,
385,385,0,0,4294914249,
3,3,0,0,4294914250,
384,384,0,0,4294914250,
3,3,0,0,4294914251,
385,385,0,0,4294914251,
3,3,0,0,4294914252,
384,384,0,0,4294914252,
3,3,0,0,4294914253,
385,385,0,0,4294914253,
3,3,0,0,4294914254,
384,384,0,0,4294914254,
3,3,0,0,4294914255,
385,385,0,0,4294914255,
3,3,0,0,4294914256,
384,384,0,0,4294914256,
3,3,0,0,4294914257,
385,385,0,0,4294914257,
3,3,0,0,4294914258,
384,384,0,0,4294914258,
3,3,0,0,4294914259,
385,385,0,0,4294914259,
3,3,0,0,4294914260,
384,384,0,0,4294914260,
3,3,0,0,4294914261,
385,385,0,0,4294914261,
3,3,0,0,4294914262,
384,384,0,0,4294914262,
3,3,0,0,4294914263,
385,385,0,0,4294914263,
3,3,0,0,4294914264,
384,384,0,0,4294914264,
3,3,0,0,4294914265,
385,385,0,0,4294914265,
3,3,0,0,4294914266,
384,384,0,0,4294914266,
3,3,0,0,4294914267,
385,385,0,0,4294914267,
3,3,0,0,4294914268,
384,384,0,0,4294914268,
3,3,0,0,4294914269,
385,385,0,0,4294914269,
3,3,0,0,4294914270,
384,384,0,0,4294914270,
3,3,0,0,4294914271,
385,385,0,0,4294914271,
3,3,0,0,4294914272,
384,384,0,0,4294914272,
3,3,0,0,4294914273,
385,385,0,0,4294914273,
3,3,0,0,4294914274,
384,384,0,0,4294914274,
3,3,0,0,4294914275,
385,385,0,0,4294914275,
3,3,0,0,4294914276,
384,384,0,0,4294914276,
3,3,0,0,4294914277,
384,384,0,0,4294914277,
3,3,0,0,4294914278,
385,385,0,0,4294914278,
3,3,0,0,4294914279,
384,384,0,0,4294914279,
3,3,0,0,4294914280,
385,385,0,0,4294914280,
3,3,0,0,4294914281,
384,384,0,0,4294914281,
3,3,0,0,4294914282,
385,385,0,0,4294914282,
3,3,0,0,4294914283,
384,384,0,0,4294914283,
3,3,0,0,4294914284,
385,385,0,0,4294914284,
3,3,0,0,4294914285,
384,384,0,0,4294914285,
3,3,0,0,4294914286,
385,385,0,0,4294914286,
3,3,0,0,4294914287,
384,384,0,0,4294914287,
3,3,0,0,4294914288,
385,385,0,0,4294914288,
3,3,0,0,4294914289,
384,384,0,0,4294914289,
3,3,0,0,4294914290,
385,385,0,0,4294914290,
3,3,0,0,4294914291,
384,384,0,0,4294914291,
3,3,0,0,4294914292,
385,385,0,0,4294914292,
3,3,0,0,4294914293,
384,384,0,0,4294914293,
3,3,0,0,4294914294,
385,385,0,0,4294914294,
3,3,0,0,4294914295,
384,384,0,0,4294914295,
3,3,0,0,4294914296,
385,385,0,0,4294914296,
3,3,0,0,4294914297,
384,384,0,0,4294914297,
3,3,0,0,4294914298,
385,385,0,0,4294914298,
3,3,0,0,4294914299,
384,384,0,0,4294914299,
3,3,0,0,4294914300,
385,385,0,0,4294914300,
3,3,0,0,4294914301,
384,384,0,0,4294914301,
3,3,0,0,4294914302,
385,385,0,0,4294914302,
3,3,0,0,4294914303,
384,384,0,0,4294914303,
3,3,0,0,4294914304,
385,385,0,0,4294914304,
3,3,0,0,4294914305,
384,384,0,0,4294914305,
3,3,0,0,4294914306,
385,385,0,0,4294914306,
3,3,0,0,4294914307,
384,384,0,0,4294914307,
3,3,0,0,4294914308,
385,385,0,0,4294914308,
3,3,0,0,4294914309,
384,384,0,0,4294914309,
3,3,0,0,4294914310,
385,385,0,0,4294914310,
3,3,0,0,4294914311,
384,384,0,0,4294914311,
3,3,0,0,4294914312,
385,385,0,0,4294914312,
3,3,0,0,4294914313,
384,384,0,0,4294914313,
3,3,0,0,4294914314,
385,385,0,0,4294914314,
3,3,0,0,4294914315,
384,384,0,0,4294914315,
3,3,0,0,4294914316,
385,385,0,0,4294914316,
3,3,0,0,4294914317,
384,384,0,0,4294914317,
3,3,0,0,4294914318,
385,385,0,0,4294914318,
3,3,0,0,4294914319,
384,384,0,0,4294914319,
3,3,0,0,4294914320,
385,385,0,0,4294914320,
3,3,0,0,4294914321,
384,384,0,0,4294914321,
3,3,0,0,4294914322,
385,385,0,0,4294914322,
3,3,0,0,4294914323,
384,384,0,0,4294914323,
3,3,0,0,4294914324,
385,385,0,0,4294914324,
3,3,0,0,4294914325,
384,384,0,0,4294914325,
3,3,0,0,4294914326,
385,385,0,0,4294914326,
3,3,0,0,4294914327,
384,384,0,0,4294914327,
3,3,0,0,4294914328,
385,385,0,0,4294914328,
3,3,0,0,4294914329,
384,384,0,0,4294914329,
